dataset,model,rmse,mae,r2,mape
pret_spania,XGBoost,2.066362137021362,1.5434422648241704,0.9675545009559162,2.5666761240531195
pret_spania,XGBoost_tuned_Optuna,2.117494274352002,1.5812160780273035,0.9659289061405362,2.653125039764127
pret_spania,RandomForest,2.217267822580205,1.6444840339238456,0.9626424921404124,2.709888974215636
pret_spania,Lasso,2.3950079818372254,1.701336323066978,0.9564131465994243,2.9315240769323747
pret_spania,Ridge,2.6250408304030004,2.0458813309565116,0.9476383029887354,3.4617755773052163
pret_spania,LinearRegression,2.6417572395955693,2.0652903442694774,0.9469692950847535,3.4889591100582247
pret_spania,LSTM,20.659631719713335,16.828215686573703,-1.1218267316061183,60.14036198185613
