dataset,model,rmse,mae,r2,mape
solar_india,LinearRegression,416.41318151938094,314.88481258541873,0.9971871370206675,14.997576439337204
solar_india,RandomForest,448.42604967059395,232.07976466193867,0.996738019903087,4.897247283844652
solar_india,XGBoost_tuned_Optuna,528.3179470267048,280.3840526328302,0.9954721673378739,6.267703112351616
solar_india,XGBoost,587.735233397483,321.06870074048584,0.9943964520449,6.402239504755665
solar_india,LSTM,3303.67182223504,2518.4841992086785,0.8004129766756924,122.2628078201905
